Team 1,Team 2,Round,Tournament,Team 1 Scores,Team 2 Scores,Division
Hive Mind,Kevin's Famous Chili - Taylor’s Version,Round of 32,nashvillecup2023,"[21, 21]","[9, 12]",Premier (5.0)
Fear Itself,TRA.wav,Round of 32,nashvillecup2023,"[21, 21]","[16, 16]",Premier (5.0)
GFD Evasive Maneuvers,Risky Business,Round of 32,nashvillecup2023,"[21, 21]","[15, 13]",Premier (5.0)
Autonomous,A Savage 21st,Round of 32,nashvillecup2023,"[17, 18]","[21, 21]",Premier (5.0)
Skill Issue,DMChilly,Round of 32,nashvillecup2023,"[21, 21]","[14, 15]",Premier (5.0)
Mermaid Sparkle,Ledbetter/Raman,Round of 32,nashvillecup2023,"[21, 21]","[16, 13]",Premier (5.0)
Kingdom Come,Hive Mind,Round of 16,nashvillecup2023,"[21, 21]","[12, 12]",Premier (5.0)
Fear Itself,GFD Evasive Maneuvers,Round of 16,nashvillecup2023,"[16, 21, 19]","[21, 16, 21]",Premier (5.0)
Morgan/Mowry,A Savage 21st,Round of 16,nashvillecup2023,"[21, 21]","[18, 13]",Premier (5.0)
Skill Issue,Mermaid Sparkle,Round of 16,nashvillecup2023,"[16, 18]","[21, 21]",Premier (5.0)
Kingdom Come,GFD Evasive Maneuvers,Quarter-finals,nashvillecup2023,"[21, 21]","[14, 15]",Premier (5.0)
Morgan/Mowry,Mermaid Sparkle,Quarter-finals,nashvillecup2023,"[17, 21, 21]","[21, 19, 18]",Premier (5.0)
Kingdom Come,Morgan/Mowry,Semi-finals,nashvillecup2023,"[21, 21]","[14, 15]",Premier (5.0)
Absolutely Sozzled,Rogue,Final,nashvillecup2023,"[14, 16]","[21, 21]",Premier (5.0)
Profit Boost,Absolutely Sozzled,1st place,nashvillecup2023,"[18, 15]","[21, 21]",Premier (5.0)
Rogue,Left Twix,1st place,nashvillecup2023,"[21, 21]","[11, 8]",Premier (5.0)
Profit Boost,ILL,3rd place,nashvillecup2023,"[21, 21]","[13, 17]",Premier (5.0)
Asioneer,Absolutely Sozzled,3rd place,nashvillecup2023,"[17, 11]","[21, 21]",Premier (5.0)
Rogue,GFD Get Gaped,3rd place,nashvillecup2023,"[21, 21]","[12, 9]",Premier (5.0)
Left Twix,Sunday Special,3rd place,nashvillecup2023,"[21, 21]","[17, 19]",Premier (5.0)
