Team 1,Team 2,Round,Tournament,Team 1 Scores,Team 2 Scores,Division
The Slammin' Vandys,Le Pass Down,Round of 16,ers23nova,"[21, 16]","[23, 21]",4.0 Open Advanced
Paul Gobrial,Spike It Like It's Hot,Round of 16,ers23nova,"[21, 21]","[15, 15]",4.0 Open Advanced
Whiff Wizards,Is there dairy in that?,Round of 16,ers23nova,"[0, 0]","[1, 1]",4.0 Open Advanced
Rogo bros,Sushi Roll,Round of 16,ers23nova,"[21, 21]","[16, 18]",4.0 Open Advanced
Pho Kings,Simply Bad,Round of 16,ers23nova,"[21, 21]","[14, 9]",4.0 Open Advanced
Wet Fleece,Knights of the Night,Round of 16,ers23nova,"[21, 21]","[14, 16]",4.0 Open Advanced
Big Time Roundnet,Le Pass Down,Quarter-finals,ers23nova,"[21, 21]","[11, 16]",4.0 Open Advanced
Paul Gobrial,Is there dairy in that?,Quarter-finals,ers23nova,"[21, 18, 15]","[16, 21, 21]",4.0 Open Advanced
Big Budis,Rogo bros,Quarter-finals,ers23nova,"[22, 23]","[20, 21]",4.0 Open Advanced
Pho Kings,Wet Fleece,Quarter-finals,ers23nova,"[12, 15]","[21, 21]",4.0 Open Advanced
Big Time Roundnet,Is there dairy in that?,Semi-finals,ers23nova,"[0, 0]","[1, 1]",4.0 Open Advanced
Big Budis,Wet Fleece,Semi-finals,ers23nova,"[21, 25]","[19, 23]",4.0 Open Advanced
Is there dairy in that?,Big Budis,Final,ers23nova,"[20, 21, 12]","[22, 16, 21]",4.0 Open Advanced
Wet Fleece,Big Time Roundnet,Third Place,ers23nova,"[25, 21]","[23, 18]",4.0 Open Advanced
Paul Gobrial,Le Pass Down,P5: Semi-finals,ers23nova,"[15, 23, 21]","[21, 21, 14]",4.0 Open Advanced
Pho Kings,Rogo bros,P5: Semi-finals,ers23nova,"[21, 21]","[15, 15]",4.0 Open Advanced
Paul Gobrial,Pho Kings,P5: Final,ers23nova,"[-1, -1, -1]","[-1, -1, -1]",4.0 Open Advanced
Rogo bros,Le Pass Down,P5: Final,ers23nova,"[-1, -1, -1]","[-1, -1, -1]",4.0 Open Advanced
Whiff Wizards,Spike It Like It's Hot,P9: Quarter-finals,ers23nova,"[-2, -2]","[0, 0]",4.0 Open Advanced
Knights of the Night,Simply Bad,P9: Quarter-finals,ers23nova,"[19, 21, 21]","[21, 14, 11]",4.0 Open Advanced
The Slammin' Vandys,Spike It Like It's Hot,P9: Semi-finals,ers23nova,"[0, 0]","[1, 1]",4.0 Open Advanced
Sushi Roll,Knights of the Night,P9: Semi-finals,ers23nova,"[0, 0]","[2, 2]",4.0 Open Advanced
Spike It Like It's Hot,Knights of the Night,P9: Final,ers23nova,"[17, 18]","[21, 21]",4.0 Open Advanced
Sushi Roll,The Slammin' Vandys,P9: Final,ers23nova,"[-1, -1, -1]","[-1, -1, -1]",4.0 Open Advanced
Whiff Wizards,Simply Bad,P13: Final,ers23nova,"[-1, -1, -1]","[-1, -1, -1]",4.0 Open Advanced
Whiff Wizards,Simply Bad,P13: Final,ers23nova,"[-1, -1, -1]","[-1, -1, -1]",4.0 Open Advanced
Liz and Lourna,Goofy Goobers,Quarter-finals,ers23nova,"[16, 11]","[21, 21]",4.0+ Women's Advanced
Veggie Tales,Last Minute,Quarter-finals,ers23nova,"[21, 21]","[9, 8]",4.0+ Women's Advanced
Royalty,Goofy Goobers,Semi-finals,ers23nova,"[21, 21]","[4, 18]",4.0+ Women's Advanced
angst,Veggie Tales,Semi-finals,ers23nova,"[21, 21]","[19, 16]",4.0+ Women's Advanced
Royalty,angst,Winners final,ers23nova,"[21, 21]","[19, 13]",4.0+ Women's Advanced
Electric Sense,ball of duty,Round of 32,ers23nova,"[17, 19]","[21, 21]",4.5+ Contender (Open)
