Team 1,Team 2,Round,Tournament,Team 1 Scores,Team 2 Scores,Division
BangBros,2GAS Spikeball,Round of 16,fl-roundnet-open-23,"[21, 21]","[19, 15]",Intermediate (Open 3.0)
Mirinda,Spiked U thought,Round of 16,fl-roundnet-open-23,"[21, 21]","[11, 8]",Intermediate (Open 3.0)
Spilled Milk,Primal Instinct,Round of 16,fl-roundnet-open-23,"[16, 12]","[21, 21]",Intermediate (Open 3.0)
visor bois,BangBros,Quarter-finals,fl-roundnet-open-23,"[21, 21]","[12, 11]",Intermediate (Open 3.0)
Mirinda,Primal Instinct,Quarter-finals,fl-roundnet-open-23,"[21, 21]","[17, 15]",Intermediate (Open 3.0)
visor bois,Mirinda,Semi-finals,fl-roundnet-open-23,"[21, 21]","[9, 16]",Intermediate (Open 3.0)
Mello Yello,[HRN] Shenanigans,Final,fl-roundnet-open-23,"[21, 22]","[15, 20]",Intermediate (Open 3.0)
Mello Yello,Cricket Wireless,1st place,fl-roundnet-open-23,"[24, 21]","[22, 18]",Intermediate (Open 3.0)
[HRN] Shenanigans,Net Ninjas,1st place,fl-roundnet-open-23,"[21, 22]","[18, 20]",Intermediate (Open 3.0)
Cricket Wireless,Thicky Spike Boys,3rd place,fl-roundnet-open-23,"[21, 21]","[11, 12]",Intermediate (Open 3.0)
Net Ninjas,Blue Bulls,3rd place,fl-roundnet-open-23,"[21, 21]","[17, 19]",Intermediate (Open 3.0)
Primal Instinct,BangBros,P5: Semi-finals,fl-roundnet-open-23,"[0, 0]","[1, 1]",Intermediate (Open 3.0)
Net Ninjas,Cricket Wireless,P5: Final,fl-roundnet-open-23,"[18, 21, 23]","[21, 19, 21]",Intermediate (Open 3.0)
Spilled Milk,Spiked U thought,P9: Quarter-finals,fl-roundnet-open-23,"[21, 21]","[6, 16]",Intermediate (Open 3.0)
2GAS Spikeball,Spilled Milk,P9: Semi-finals,fl-roundnet-open-23,"[0, 0]","[1, 1]",Intermediate (Open 3.0)
Thicky Spike Boys,Blue Bulls,P9: Final,fl-roundnet-open-23,"[17, 15]","[21, 21]",Intermediate (Open 3.0)
Thoughtless,Big Z is Back,Round of 32,fl-roundnet-open-23,"[21, 16, 21]","[18, 21, 19]",Contender (Open 4.5)
Nate B-Rent,PJ and Les,Round of 32,fl-roundnet-open-23,"[21, 21]","[16, 12]",Contender (Open 4.5)
2004 Toyota Corolla,Net Gains,Round of 32,fl-roundnet-open-23,"[21, 19, 17]","[19, 21, 21]",Contender (Open 4.5)
Y’all spike eh?,S.O.S,Round of 32,fl-roundnet-open-23,"[1, 1]","[0, 0]",Contender (Open 4.5)
Drink Prime,Black Lotus,Round of 32,fl-roundnet-open-23,"[15, 13]","[21, 21]",Contender (Open 4.5)
Jammin',Farm Bros,Round of 32,fl-roundnet-open-23,"[19, 17]","[21, 21]",Contender (Open 4.5)
Cola Boys,Mash Potatoes,Round of 32,fl-roundnet-open-23,"[17, 21, 21]","[21, 17, 19]",Contender (Open 4.5)
E10,Thoughtless,Round of 16,fl-roundnet-open-23,"[1, 0, 1]","[0, 1, 0]",Contender (Open 4.5)
Nate B-Rent,Net Gains,Round of 16,fl-roundnet-open-23,"[21, 14, 22]","[18, 21, 24]",Contender (Open 4.5)
Y’all spike eh?,Black Lotus,Round of 16,fl-roundnet-open-23,"[1, 1]","[0, 0]",Contender (Open 4.5)
Farm Bros,Cola Boys,Round of 16,fl-roundnet-open-23,"[19, 21, 18]","[21, 19, 21]",Contender (Open 4.5)
E10,Net Gains,Quarter-finals,fl-roundnet-open-23,"[1, 1]","[0, 0]",Contender (Open 4.5)
Y’all spike eh?,Cola Boys,Quarter-finals,fl-roundnet-open-23,"[1, 1]","[0, 0]",Contender (Open 4.5)
