Team Name,Wins,Losses,Result,Division,Tournament
Assistive Touch,9,0,1,Premier 5.0+,sts22orangecountyca
Fibonacci Roundnet,6,3,2,Premier 5.0+,sts22orangecountyca
How To Clutch,7,2,3,Premier 5.0+,sts22orangecountyca
Shiver MP,7,2,4,Premier 5.0+,sts22orangecountyca
Prophecy,8,1,5,Premier 5.0+,sts22orangecountyca
Chandler is my handler,4,3,5,Premier 5.0+,sts22orangecountyca
Quantum State Koalas,5,2,5,Premier 5.0+,sts22orangecountyca
DOUBLE TOP,5,3,5,Premier 5.0+,sts22orangecountyca
Montana Moose Riders,4,3,9,Premier 5.0+,sts22orangecountyca
Uptown Boys,5,2,9,Premier 5.0+,sts22orangecountyca
Fish Market,4,2,11,Premier 5.0+,sts22orangecountyca
Archiduke Franz Ferdinand,3,4,11,Premier 5.0+,sts22orangecountyca
Shifty,4,3,11,Premier 5.0+,sts22orangecountyca
Rice and beans,4,1,11,Premier 5.0+,sts22orangecountyca
Box Models,4,2,11,Premier 5.0+,sts22orangecountyca
Fundamental Franks,3,3,11,Premier 5.0+,sts22orangecountyca
Da Boy's Bois,2,4,17,Premier 5.0+,sts22orangecountyca
Movement,3,4,17,Premier 5.0+,sts22orangecountyca
Tu Eres La Leche,3,4,17,Premier 5.0+,sts22orangecountyca
Macaroni and cheese,2,3,17,Premier 5.0+,sts22orangecountyca
Arizona’s Only Premier Team,2,4,17,Premier 5.0+,sts22orangecountyca
Turtle heads 🐢,0,5,17,Premier 5.0+,sts22orangecountyca
Gigachads,2,3,17,Premier 5.0+,sts22orangecountyca
Two Ships In The Night,4,3,24,Premier 5.0+,sts22orangecountyca
Ranch x3,4,3,24,Premier 5.0+,sts22orangecountyca
Acing Ethan and Matt is the best,1,5,26,Premier 5.0+,sts22orangecountyca
DM Me,0,6,26,Premier 5.0+,sts22orangecountyca
Kung/Lee,0,6,26,Premier 5.0+,sts22orangecountyca
Chapstick Enthusiasts,0,6,26,Premier 5.0+,sts22orangecountyca
Cain/Wong,0,6,26,Premier 5.0+,sts22orangecountyca
The Rookies,0,7,26,Premier 5.0+,sts22orangecountyca
kneed a lefty,8,0,1,Contender 4.5+,sts22orangecountyca
git reverse,8,1,2,Contender 4.5+,sts22orangecountyca
ryan & tuck,7,1,3,Contender 4.5+,sts22orangecountyca
OxenKin,6,4,4,Contender 4.5+,sts22orangecountyca
The Disciples of Dink-theism,5,1,5,Contender 4.5+,sts22orangecountyca
Team Fwango,5,2,5,Contender 4.5+,sts22orangecountyca
Our Last Names (UCLA),5,3,5,Contender 4.5+,sts22orangecountyca
Average Joes,5,2,5,Contender 4.5+,sts22orangecountyca
C O G N I T I V E,6,2,9,Contender 4.5+,sts22orangecountyca
Ugly Finders,6,3,9,Contender 4.5+,sts22orangecountyca
Tandoori Sushi,6,2,11,Contender 4.5+,sts22orangecountyca
Austin & Arrow,4,4,11,Contender 4.5+,sts22orangecountyca
Cross State Boarders,5,3,13,Contender 4.5+,sts22orangecountyca
Cultured Spice,3,5,13,Contender 4.5+,sts22orangecountyca
Wolfcat,3,4,13,Contender 4.5+,sts22orangecountyca
East Cow Composting Collective (UCSD),3,5,13,Contender 4.5+,sts22orangecountyca
Bodies like Dedede,2,4,17,Contender 4.5+,sts22orangecountyca
First Rounded,2,3,17,Contender 4.5+,sts22orangecountyca
West Coast Cuts,1,4,17,Contender 4.5+,sts22orangecountyca
Daffleck@purdue.edu,1,4,17,Contender 4.5+,sts22orangecountyca
The Ball Slappers,2,4,17,Contender 4.5+,sts22orangecountyca
Sets on Sets on Sets,0,5,17,Contender 4.5+,sts22orangecountyca
a van of oranges 🍊,0,5,17,Contender 4.5+,sts22orangecountyca
Jerry’s disciples,0,5,17,Contender 4.5+,sts22orangecountyca
Patriot X,0,6,17,Contender 4.5+,sts22orangecountyca
Out of Pocket,2,6,26,Contender 4.5+,sts22orangecountyca
Vegas Legends,0,7,26,Contender 4.5+,sts22orangecountyca
Pocket Aces,8,0,1,Advanced 4.0,sts22orangecountyca
Chips and Queso,7,1,2,Advanced 4.0,sts22orangecountyca
Oh What The?!,5,3,3,Advanced 4.0,sts22orangecountyca
Northern Spikes,4,4,0,Advanced 4.0,sts22orangecountyca
Best at our High School,4,3,5,Advanced 4.0,sts22orangecountyca
Me and Michael,3,4,5,Advanced 4.0,sts22orangecountyca
Branduo,4,3,5,Advanced 4.0,sts22orangecountyca
Where’s Mark?,2,5,5,Advanced 4.0,sts22orangecountyca
Hurricanes,2,4,9,Advanced 4.0,sts22orangecountyca
Brian and Sid,1,5,9,Advanced 4.0,sts22orangecountyca
Peter Chan Syndrome,2,4,9,Advanced 4.0,sts22orangecountyca
Dan and Luis,0,6,9,Advanced 4.0,sts22orangecountyca
KickStart,10,0,1,Women's Advanced 4.0+,sts22orangecountyca
Mamacitas,8,2,2,Women's Advanced 4.0+,sts22orangecountyca
Radiate peaches,7,3,3,Women's Advanced 4.0+,sts22orangecountyca
Chili Salt,4,6,4,Women's Advanced 4.0+,sts22orangecountyca
Sneak Attack,4,5,5,Women's Advanced 4.0+,sts22orangecountyca
Spice Rack,3,6,5,Women's Advanced 4.0+,sts22orangecountyca
Farm girls,2,7,7,Women's Advanced 4.0+,sts22orangecountyca
the empire spikes back,0,9,7,Women's Advanced 4.0+,sts22orangecountyca
Chung/Allin,9,0,1,Intermediate 3.0,sts22orangecountyca
Electrolytes,9,1,2,Intermediate 3.0,sts22orangecountyca
Porcu-Sloths,8,2,3,Intermediate 3.0,sts22orangecountyca
St. A Cougars,7,3,4,Intermediate 3.0,sts22orangecountyca
Smash or Pass,6,2,5,Intermediate 3.0,sts22orangecountyca
The Amphibians,4,3,5,Intermediate 3.0,sts22orangecountyca
The Glizzies,4,4,5,Intermediate 3.0,sts22orangecountyca
The Ball Wizards,5,2,5,Intermediate 3.0,sts22orangecountyca
Ngo Hit Zone,4,5,9,Intermediate 3.0,sts22orangecountyca
LIST BOYS,3,5,10,Intermediate 3.0,sts22orangecountyca
Probably The Oldest Team Here!,4,3,10,Intermediate 3.0,sts22orangecountyca
Juicers,2,6,10,Intermediate 3.0,sts22orangecountyca
Kill ‘em x3,3,6,10,Intermediate 3.0,sts22orangecountyca
Pufferfish,5,3,14,Intermediate 3.0,sts22orangecountyca
Spikey Boys,3,5,14,Intermediate 3.0,sts22orangecountyca
Beevus and spikehead,2,6,14,Intermediate 3.0,sts22orangecountyca
Diffraction Spike,1,7,17,Intermediate 3.0,sts22orangecountyca
D1 Boys,2,5,18,Intermediate 3.0,sts22orangecountyca
Showtime Spikers,0,7,18,Intermediate 3.0,sts22orangecountyca
Baik/Nguyen,1,7,18,Intermediate 3.0,sts22orangecountyca
Golden Girls,7,2,1,Women's Intermediate 2.0-3.0,sts22orangecountyca
Pistachios,6,2,2,Women's Intermediate 2.0-3.0,sts22orangecountyca
Hot Pockets,5,4,3,Women's Intermediate 2.0-3.0,sts22orangecountyca
Killer Beans,5,4,4,Women's Intermediate 2.0-3.0,sts22orangecountyca
Bungee Gum,3,4,5,Women's Intermediate 2.0-3.0,sts22orangecountyca
Taquito Special,2,5,6,Women's Intermediate 2.0-3.0,sts22orangecountyca
Masha/Paige,0,7,6,Women's Intermediate 2.0-3.0,sts22orangecountyca
MMMMMM *beep beep beep beep*,8,0,1,Coed Advanced 4.0+,sts22orangecountyca
Wu/Meyer,7,1,2,Coed Advanced 4.0+,sts22orangecountyca
Perrin and chairin,6,2,3,Coed Advanced 4.0+,sts22orangecountyca
RIP Trevor,6,2,4,Coed Advanced 4.0+,sts22orangecountyca
TRP KPOP,4,2,5,Coed Advanced 4.0+,sts22orangecountyca
Perrin’s Fangirls,5,1,5,Coed Advanced 4.0+,sts22orangecountyca
Sam is our cheerleader,4,2,5,Coed Advanced 4.0+,sts22orangecountyca
Canadian Bacon,3,3,5,Coed Advanced 4.0+,sts22orangecountyca
Not Your Buddy,2,5,9,Coed Advanced 4.0+,sts22orangecountyca
Scheban,3,3,9,Coed Advanced 4.0+,sts22orangecountyca
First In Line,3,4,9,Coed Advanced 4.0+,sts22orangecountyca
We Get Paid For This,2,3,9,Coed Advanced 4.0+,sts22orangecountyca
LTFU,2,4,9,Coed Advanced 4.0+,sts22orangecountyca
DaM,3,3,14,Coed Advanced 4.0+,sts22orangecountyca
Pack Leaders,1,5,14,Coed Advanced 4.0+,sts22orangecountyca
Gumps,2,4,14,Coed Advanced 4.0+,sts22orangecountyca
Thurmond/Stacey,1,4,17,Coed Advanced 4.0+,sts22orangecountyca
Paige/Paige's brother,1,5,17,Coed Advanced 4.0+,sts22orangecountyca
Tahoe Grizzlies,0,6,19,Coed Advanced 4.0+,sts22orangecountyca
