Team 1,Team 2,Round,Tournament,Team 1 Scores,Team 2 Scores,Division
Sonic Boomers,Carry Walsh,Round of 32,sts22raleighnc,"[21, 19, 21]","[18, 21, 16]",Premier 5.0+
Perlson/Daly,Bam’s Tums,Round of 32,sts22raleighnc,"[21, 21]","[19, 17]",Premier 5.0+
Chilly Chillies,The Rookies 2.0,Round of 32,sts22raleighnc,"[21, 21]","[15, 16]",Premier 5.0+
Rally Alpacas,KinkStart,Round of 32,sts22raleighnc,"[0, 1, 0]","[1, 0, 1]",Premier 5.0+
Khaki Shorts,Boom Switch,Round of 32,sts22raleighnc,"[21, 19, 21]","[15, 21, 15]",Premier 5.0+
Swervie,Sonic Boomers,Round of 16,sts22raleighnc,"[21, 21]","[19, 14]",Premier 5.0+
Perlson/Daly,Chilly Chillies,Round of 16,sts22raleighnc,"[15, 16]","[21, 21]",Premier 5.0+
Mermaid Sparkle,KinkStart,Round of 16,sts22raleighnc,"[21, 21]","[13, 15]",Premier 5.0+
Khaki Shorts,Bazinga,Round of 16,sts22raleighnc,"[15, 20]","[21, 22]",Premier 5.0+
Swervie,Chilly Chillies,Quarter-finals,sts22raleighnc,"[21, 21]","[14, 17]",Premier 5.0+
Mermaid Sparkle,Bazinga,Quarter-finals,sts22raleighnc,"[17, 21, 21]","[21, 19, 18]",Premier 5.0+
Swervie,Mermaid Sparkle,Semi-finals,sts22raleighnc,"[19, 21, 21]","[21, 13, 16]",Premier 5.0+
Bad Combo,Creamy,Final,sts22raleighnc,"[21, 21]","[13, 13]",Premier 5.0+
Bad Combo,Bot House,1st place,sts22raleighnc,"[21, 21]","[15, 17]",Premier 5.0+
Power Wagon,Creamy,1st place,sts22raleighnc,"[17, 18]","[21, 21]",Premier 5.0+
Bad Combo,Glizzy Gladiators,3rd place,sts22raleighnc,"[21, 21]","[14, 16]",Premier 5.0+
Hedge Trimmers,Bot House,3rd place,sts22raleighnc,"[17, 13]","[21, 21]",Premier 5.0+
Power Wagon,Almost Grahams,3rd place,sts22raleighnc,"[21, 21]","[16, 16]",Premier 5.0+
Handy Andy’s,Creamy,3rd place,sts22raleighnc,"[17, 12]","[21, 21]",Premier 5.0+
Cryptid,Glizzy Gladiators,Semi-finals,sts22raleighnc,"[19, 25]","[21, 27]",Premier 5.0+
Hedge Trimmers,Slack,Semi-finals,sts22raleighnc,"[21, 21]","[16, 18]",Premier 5.0+
Bot House,Denial,Semi-finals,sts22raleighnc,"[21, 21]","[13, 10]",Premier 5.0+
Almost Grahams,Bull City,Semi-finals,sts22raleighnc,"[21, 22, 21]","[19, 24, 15]",Premier 5.0+
Handy Andy’s,J Chillin,Semi-finals,sts22raleighnc,"[21, 21]","[14, 14]",Premier 5.0+
Creamy,Reid’s getting premier,Semi-finals,sts22raleighnc,"[21, 18, 21]","[13, 21, 13]",Premier 5.0+
Bazinga,Chilly Chillies,P5: Semi-finals,sts22raleighnc,[-1],[-1],Premier 5.0+
Power Wagon,Bot House,P5: Final,sts22raleighnc,[-1],[-1],Premier 5.0+
Perlson/Daly,Sonic Boomers,P9: Quarter-finals,sts22raleighnc,[1],[0],Premier 5.0+
Khaki Shorts,KinkStart,P9: Quarter-finals,sts22raleighnc,[0],[1],Premier 5.0+
Perlson/Daly,KinkStart,P9: Semi-finals,sts22raleighnc,[1],[0],Premier 5.0+
Glizzy Gladiators,Handy Andy’s,P9: Final,sts22raleighnc,[21],[16],Premier 5.0+
Hedge Trimmers,Glizzy Gladiators,9th place,sts22raleighnc,[67],[69],Premier 5.0+
Handy Andy’s,Almost Grahams,9th place,sts22raleighnc,[1],[0],Premier 5.0+
Khaki Shorts,Sonic Boomers,P13: Semi-finals,sts22raleighnc,[-1],[-1],Premier 5.0+
Almost Grahams,Hedge Trimmers,P13: Final,sts22raleighnc,[-1],[-1],Premier 5.0+
Bam’s Tums,The Rookies 2.0,P17: Round of 16,sts22raleighnc,[1],[0],Premier 5.0+
Carry Walsh,Bam’s Tums,P17: Quarter-finals,sts22raleighnc,[1],[0],Premier 5.0+
Rally Alpacas,Boom Switch,P17: Quarter-finals,sts22raleighnc,[0],[1],Premier 5.0+
Carry Walsh,Boom Switch,P17: Semi-finals,sts22raleighnc,[1],[0],Premier 5.0+
Bull City,Reid’s getting premier,17th place,sts22raleighnc,[0],[1],Premier 5.0+
Slack,Denial,19th place,sts22raleighnc,[-1],[-1],Premier 5.0+
J Chillin,Reid’s getting premier,19th place,sts22raleighnc,[0],[1],Premier 5.0+
Rally Alpacas,Bam’s Tums,P21: Semi-finals,sts22raleighnc,[-1],[-1],Premier 5.0+
